Fiscal Season,SeasonDesc,Fiscal Year,Fiscal Week,Day,Dayofweek,Class,ClassDesc,Location,Locdesc,SalesU,SalesD
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,663,FASHION SUITING,2061,TIMES SQUARE,0,0
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,666,LS TEES,2061,TIMES SQUARE,6,218
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,674,CORE SUITING,2061,TIMES SQUARE,4,490
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,677,DRESSY SEPARATES,2061,TIMES SQUARE,3,294
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,681,TOPS,2061,TIMES SQUARE,-1,-15
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,695,CASUAL SEPARATES,2061,TIMES SQUARE,1,80
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,697,LEGGING,2061,TIMES SQUARE,21,922
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,700,BARELY BOOT,2061,TIMES SQUARE,3,144
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,702,WIDE LEG,2061,TIMES SQUARE,1,42
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,710,ANKLES,2061,TIMES SQUARE,9,423
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,719,LEGGING,2061,TIMES SQUARE,18,739
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,720,SKINNY,2061,TIMES SQUARE,3,144
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,724,BARELY BOOT,2061,TIMES SQUARE,14,672
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,743,WIDE LEG,2061,TIMES SQUARE,1,70
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,744,FLARE,2061,TIMES SQUARE,1,55
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,745,ANKLES,2061,TIMES SQUARE,10,602
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,746,LEGGING,2061,TIMES SQUARE,3,110
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,748,STRAIGHT,2061,TIMES SQUARE,0,24
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,765,PARTY/GOING OUT,2061,TIMES SQUARE,3,156
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,766,WEAR TO WORK,2061,TIMES SQUARE,1,68
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,773,DAY/OCCASION,2061,TIMES SQUARE,-1,-7
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,780,WEAR TO WORK,2061,TIMES SQUARE,0,39
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,782,DAY/OCCASION,2061,TIMES SQUARE,14,974
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,785,DAY/CASUAL,2061,TIMES SQUARE,20,"1,420"
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,787,SWEATER DRESSES,2061,TIMES SQUARE,3,230
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,790,EVENING OCCASION,2061,TIMES SQUARE,2,173
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,792,PARTY/GOING OUT,2061,TIMES SQUARE,4,312
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,807,TANKS,2061,TIMES SQUARE,2,39
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,821,DAY/CASUAL,2061,TIMES SQUARE,3,110
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,826,PULLOVERS,2061,TIMES SQUARE,24,"1,025"
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,836,SWEATER COATS,2061,TIMES SQUARE,-2,-198
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,837,TUNICS,2061,TIMES SQUARE,8,402
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,841,COVER-UPS,2061,TIMES SQUARE,15,738
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,862,SS BLOUSES,2061,TIMES SQUARE,20,680
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,863,BARE,2061,TIMES SQUARE,15,549
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,865,LS BLOUSES,2061,TIMES SQUARE,10,419
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,870,TANKS,2061,TIMES SQUARE,-1,-21
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,880,LEATHER/FAUX LEATHER,2061,TIMES SQUARE,2,226
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,892,NYLON,2061,TIMES SQUARE,2,157
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,894,WOOL,2061,TIMES SQUARE,2,356
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,902,FUR,2061,TIMES SQUARE,2,365
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,908,CROPS,2061,TIMES SQUARE,4,219
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,924,CROPS,2061,TIMES SQUARE,-1,-50
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,939,BLAZERS,2061,TIMES SQUARE,2,172
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,946,SS TEES,2061,TIMES SQUARE,1,30
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,959,CARDIGANS,2061,TIMES SQUARE,3,168
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,961,LS TEES,2061,TIMES SQUARE,7,241
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,970,LS SHIRTS,2061,TIMES SQUARE,44,"1,762"
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,972,LS SHIRTS,2061,TIMES SQUARE,8,461
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,975,SS BLOUSES,2061,TIMES SQUARE,2,57
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,976,BARE,2061,TIMES SQUARE,2,30
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,978,LS BLOUSES,2061,TIMES SQUARE,6,260
20162,Fall 2016,2016,9/17/2016,9/12/2016,Monday,990,PROMO,2061,TIMES SQUARE,1,0
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,10,SUNGLASSES,2061,TIMES SQUARE,4,110
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,26,NECKLACES,2061,TIMES SQUARE,16,346
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,27,SUNGLASSES,2061,TIMES SQUARE,5,100
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,6,328
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,27,"1,214"
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,31,HEELS,2061,TIMES SQUARE,2,137
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,41,BOOTS,2061,TIMES SQUARE,4,278
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,42,WEDGES,2061,TIMES SQUARE,-1,-60
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,50,BRACELETS,2061,TIMES SQUARE,4,63
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,76,EARRINGS,2061,TIMES SQUARE,16,258
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,84,RINGS,2061,TIMES SQUARE,2,53
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,89,LARGE,2061,TIMES SQUARE,1,60
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,91,RELAXED,2061,TIMES SQUARE,3,149
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,92,FLATS,2061,TIMES SQUARE,4,180
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,95,MEDIUM,2061,TIMES SQUARE,3,140
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,99,SMALL,2061,TIMES SQUARE,3,65
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,102,BELTS,2061,TIMES SQUARE,9,294
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,103,SCARVES,2061,TIMES SQUARE,4,95
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,116,FASHION ACCESSORIES,2061,TIMES SQUARE,5,55
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,117,SOCKS,2061,TIMES SQUARE,3,28
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,119,TIGHTS,2061,TIMES SQUARE,2,28
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,169,SS PATTERN SHIRTS,2061,TIMES SQUARE,3,95
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,170,SS SOLID SHIRTS,2061,TIMES SQUARE,4,111
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,176,LS PATTERN CASUAL SHIRTS,2061,TIMES SQUARE,5,216
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,177,CREW NECKS,2061,TIMES SQUARE,-2,-72
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,180,CARDIGANS,2061,TIMES SQUARE,2,158
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,275,CLASSIC,2061,TIMES SQUARE,1,48
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,281,SS TEES,2061,TIMES SQUARE,28,586
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,284,SLIM,2061,TIMES SQUARE,14,712
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,300,KNIT,2061,TIMES SQUARE,1,60
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,301,WOVEN,2061,TIMES SQUARE,-1,-18
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,304,TREND,2061,TIMES SQUARE,1,42
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,307,SLIM,2061,TIMES SQUARE,4,231
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,308,CHINO,2061,TIMES SQUARE,1,58
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,325,WOOL BLEND PANTS,2061,TIMES SQUARE,-4,-334
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,327,COTTON BLEND PANTS,2061,TIMES SQUARE,-1,-141
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,332,SKINNY,2061,TIMES SQUARE,0,0
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,335,OTHER,2061,TIMES SQUARE,0,0
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,375,TANKS,2061,TIMES SQUARE,12,224
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,398,NOVELTY NECKS,2061,TIMES SQUARE,2,130
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,403,CLASSIC,2061,TIMES SQUARE,3,165
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,412,MTL,2061,TIMES SQUARE,1,198
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,423,BOTTOMS,2061,TIMES SQUARE,14,219
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,435,WOOL BLEND JACKETS,2061,TIMES SQUARE,-3,-417
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,453,FOOTWEAR,2061,TIMES SQUARE,1,85
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,454,BELTS,2061,TIMES SQUARE,7,231
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,456,MENS FRAGRANCE,2061,TIMES SQUARE,4,180
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,458,TIES,2061,TIMES SQUARE,23,844
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,460,SOCKS,2061,TIMES SQUARE,47,312
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,476,EXTRA SLIM,2061,TIMES SQUARE,-2,-120
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,477,SS TEES,2061,TIMES SQUARE,15,278
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,480,LS TEES,2061,TIMES SQUARE,1,50
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,504,POLOS,2061,TIMES SQUARE,11,350
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,505,TOPS,2061,TIMES SQUARE,7,129
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,532,FLEECE,2061,TIMES SQUARE,4,205
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,573,LS TEES,2061,TIMES SQUARE,9,364
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,587,DENIM,2061,TIMES SQUARE,-1,-34
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,23,"1,087"
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,612,VESTS,2061,TIMES SQUARE,1,80
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,628,TANKS,2061,TIMES SQUARE,12,390
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,634,SS TEES,2061,TIMES SQUARE,7,272
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,637,CAMIS,2061,TIMES SQUARE,12,377
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,641,CAMIS,2061,TIMES SQUARE,23,441
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,644,111 BRALETTES,2061,TIMES SQUARE,4,103
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,647,SS TEES,2061,TIMES SQUARE,5,244
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,650,111 BODYSUITS,2061,TIMES SQUARE,2,70
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,666,LS TEES,2061,TIMES SQUARE,3,128
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,668,BODYSUITS,2061,TIMES SQUARE,6,239
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,674,CORE SUITING,2061,TIMES SQUARE,3,334
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,677,DRESSY SEPARATES,2061,TIMES SQUARE,4,422
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,681,TOPS,2061,TIMES SQUARE,-1,-10
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,695,CASUAL SEPARATES,2061,TIMES SQUARE,2,208
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,697,LEGGING,2061,TIMES SQUARE,25,888
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,700,BARELY BOOT,2061,TIMES SQUARE,3,144
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,710,ANKLES,2061,TIMES SQUARE,11,494
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,715,FLARE,2061,TIMES SQUARE,1,48
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,719,LEGGING,2061,TIMES SQUARE,31,"1,514"
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,720,SKINNY,2061,TIMES SQUARE,8,393
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,724,BARELY BOOT,2061,TIMES SQUARE,12,608
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,745,ANKLES,2061,TIMES SQUARE,9,600
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,746,LEGGING,2061,TIMES SQUARE,1,50
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,747,SKINNY,2061,TIMES SQUARE,1,56
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,748,STRAIGHT,2061,TIMES SQUARE,1,60
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,765,PARTY/GOING OUT,2061,TIMES SQUARE,4,175
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,766,WEAR TO WORK,2061,TIMES SQUARE,1,51
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,773,DAY/OCCASION,2061,TIMES SQUARE,5,308
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,780,WEAR TO WORK,2061,TIMES SQUARE,3,210
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,782,DAY/OCCASION,2061,TIMES SQUARE,10,677
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,785,DAY/CASUAL,2061,TIMES SQUARE,7,325
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,787,SWEATER DRESSES,2061,TIMES SQUARE,6,406
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,790,EVENING OCCASION,2061,TIMES SQUARE,3,298
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,792,PARTY/GOING OUT,2061,TIMES SQUARE,16,"1,422"
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,807,TANKS,2061,TIMES SQUARE,4,81
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,821,DAY/CASUAL,2061,TIMES SQUARE,2,34
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,826,PULLOVERS,2061,TIMES SQUARE,33,"1,467"
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,836,SWEATER COATS,2061,TIMES SQUARE,2,198
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,837,TUNICS,2061,TIMES SQUARE,4,213
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,841,COVER-UPS,2061,TIMES SQUARE,10,458
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,862,SS BLOUSES,2061,TIMES SQUARE,20,693
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,863,BARE,2061,TIMES SQUARE,11,394
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,865,LS BLOUSES,2061,TIMES SQUARE,5,227
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,870,TANKS,2061,TIMES SQUARE,-1,-21
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,880,LEATHER/FAUX LEATHER,2061,TIMES SQUARE,2,276
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,892,NYLON,2061,TIMES SQUARE,4,400
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,908,CROPS,2061,TIMES SQUARE,8,399
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,924,CROPS,2061,TIMES SQUARE,0,-10
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,946,SS TEES,2061,TIMES SQUARE,2,50
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,961,LS TEES,2061,TIMES SQUARE,8,236
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,970,LS SHIRTS,2061,TIMES SQUARE,22,968
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,972,LS SHIRTS,2061,TIMES SQUARE,11,616
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,975,SS BLOUSES,2061,TIMES SQUARE,1,50
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,976,BARE,2061,TIMES SQUARE,0,0
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,978,LS BLOUSES,2061,TIMES SQUARE,7,353
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,989,COLOR,2061,TIMES SQUARE,1,5
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,990,PROMO,2061,TIMES SQUARE,2,0
20162,Fall 2016,2016,9/17/2016,9/13/2016,Tuesday,991,WOMENS FRAGRANCE,2061,TIMES SQUARE,1,25
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,10,SUNGLASSES,2061,TIMES SQUARE,4,85
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,18,HATS,2061,TIMES SQUARE,1,15
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,26,NECKLACES,2061,TIMES SQUARE,18,250
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,27,SUNGLASSES,2061,TIMES SQUARE,3,40
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,28,LS SOLID CASUAL SHIRTS,2061,TIMES SQUARE,2,55
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,30,LS SOLID DRESS SHIRTS,2061,TIMES SQUARE,29,"1,345"
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,31,HEELS,2061,TIMES SQUARE,9,378
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,41,BOOTS,2061,TIMES SQUARE,6,277
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,42,WEDGES,2061,TIMES SQUARE,2,41
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,50,BRACELETS,2061,TIMES SQUARE,7,99
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,76,EARRINGS,2061,TIMES SQUARE,13,167
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,84,RINGS,2061,TIMES SQUARE,2,47
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,89,LARGE,2061,TIMES SQUARE,2,110
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,92,FLATS,2061,TIMES SQUARE,6,173
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,95,MEDIUM,2061,TIMES SQUARE,2,100
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,99,SMALL,2061,TIMES SQUARE,3,34
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,102,BELTS,2061,TIMES SQUARE,4,74
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,103,SCARVES,2061,TIMES SQUARE,8,274
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,105,COLDWEAR,2061,TIMES SQUARE,1,20
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,116,FASHION ACCESSORIES,2061,TIMES SQUARE,5,36
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,117,SOCKS,2061,TIMES SQUARE,2,14
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,119,TIGHTS,2061,TIMES SQUARE,2,28
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,169,SS PATTERN SHIRTS,2061,TIMES SQUARE,1,36
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,170,SS SOLID SHIRTS,2061,TIMES SQUARE,1,25
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,176,LS PATTERN CASUAL SHIRTS,2061,TIMES SQUARE,4,127
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,177,CREW NECKS,2061,TIMES SQUARE,2,80
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,178,MOCK NECKS,2061,TIMES SQUARE,2,90
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,180,CARDIGANS,2061,TIMES SQUARE,1,88
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,275,CLASSIC,2061,TIMES SQUARE,3,208
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,281,SS TEES,2061,TIMES SQUARE,19,449
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,284,SLIM,2061,TIMES SQUARE,8,611
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,300,KNIT,2061,TIMES SQUARE,1,60
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,304,TREND,2061,TIMES SQUARE,2,84
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,307,SLIM,2061,TIMES SQUARE,7,359
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,308,CHINO,2061,TIMES SQUARE,1,112
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,327,COTTON BLEND PANTS,2061,TIMES SQUARE,1,44
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,332,SKINNY,2061,TIMES SQUARE,5,335
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,335,OTHER,2061,TIMES SQUARE,6,283
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,353,FLAT FRONT,2061,TIMES SQUARE,1,30
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,375,TANKS,2061,TIMES SQUARE,7,163
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,412,MTL,2061,TIMES SQUARE,0,0
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,423,BOTTOMS,2061,TIMES SQUARE,21,318
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,431,NYLON,2061,TIMES SQUARE,1,98
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,437,COTTON BLEND JACKETS,2061,TIMES SQUARE,4,752
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,454,BELTS,2061,TIMES SQUARE,7,236
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,456,MENS FRAGRANCE,2061,TIMES SQUARE,3,103
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,458,TIES,2061,TIMES SQUARE,10,317
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,460,SOCKS,2061,TIMES SQUARE,20,162
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,476,EXTRA SLIM,2061,TIMES SQUARE,3,146
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,477,SS TEES,2061,TIMES SQUARE,8,108
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,504,POLOS,2061,TIMES SQUARE,9,249
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,505,TOPS,2061,TIMES SQUARE,6,141
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,552,LS TEES,2061,TIMES SQUARE,-1,-30
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,573,LS TEES,2061,TIMES SQUARE,7,187
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,587,DENIM,2061,TIMES SQUARE,-1,-17
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,600,COLDWEAR,2061,TIMES SQUARE,2,57
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,603,LS PATTERN DRESS SHIRTS,2061,TIMES SQUARE,15,897
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,610,VESTS,2061,TIMES SQUARE,2,147
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,628,TANKS,2061,TIMES SQUARE,11,268
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,634,SS TEES,2061,TIMES SQUARE,8,151
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,637,CAMIS,2061,TIMES SQUARE,3,119
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,641,CAMIS,2061,TIMES SQUARE,8,65
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,643,111 SWEATSHIRTS,2061,TIMES SQUARE,2,25
20162,Fall 2016,2016,9/17/2016,9/14/2016,Wednesday,644,111 BRALETTES,2061,TIMES SQUARE,0,-5
